epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.8788252472877502,0.8917025923728943,0.5483485460281372,1.3494073152542114,0.023428717628121376,0.9953867197036743,0.9059451818466187,0.9740157723426819,0.6156435608863831,1.011211633682251,0.026945851743221283,1.0
1,0.8774360418319702,0.8965517282485962,0.5587823390960693,1.3472521305084229,0.023293085396289825,0.996476948261261,0.8965635299682617,0.9803149700164795,0.5189985632896423,1.0219868421554565,0.02519305981695652,1.0
2,0.8781068325042725,0.8962823152542114,0.5360732674598694,1.3337823152542114,0.023490747436881065,0.9967444539070129,0.9033030271530151,0.9811023473739624,0.520308256149292,1.0337692499160767,0.026956839486956596,1.0
3,0.8765919208526611,0.896821141242981,0.5163297653198242,1.3283944129943848,0.02327907085418701,0.9970181584358215,0.8921103477478027,0.9787401556968689,0.5293350219726562,1.0119199752807617,0.02429024502635002,1.0
4,0.872869610786438,0.900053858757019,0.5149695873260498,1.310883641242981,0.022743307054042816,0.997286319732666,0.8971869349479675,0.9787401556968689,0.5251743793487549,1.0071022510528564,0.025233551859855652,1.0
5,0.874030590057373,0.8952047228813171,0.526409387588501,1.3243534564971924,0.022940276190638542,0.9964740872383118,0.9016245603561401,0.9787401556968689,0.5020249485969543,1.0384905338287354,0.026688197627663612,1.0
6,0.8697211146354675,0.8927801847457886,0.5381828546524048,1.3232758045196533,0.02237759716808796,0.9956604242324829,0.8894050121307373,0.9795275330543518,0.5146465301513672,1.0356706380844116,0.023842517286539078,1.0
7,0.8716481328010559,0.8914331793785095,0.5491127371788025,1.3130388259887695,0.022615142166614532,0.995115339756012,0.9017945528030396,0.982677161693573,0.5364325642585754,1.0337449312210083,0.026623142883181572,1.0
8,0.8715325593948364,0.8908944129943848,0.5487627983093262,1.333243489265442,0.02267353981733322,0.9956628084182739,0.9006859660148621,0.9795275330543518,0.5256236791610718,1.0251891613006592,0.02624649927020073,1.0
9,0.8720808625221252,0.9040948152542114,0.5655105113983154,1.3065732717514038,0.022871974855661392,0.9932101964950562,0.8937605023384094,0.9716535210609436,0.48245373368263245,1.0367200374603271,0.024972660467028618,1.0
10,0.870869517326355,0.9016702771186829,0.5497016906738281,1.3052263259887695,0.02263643592596054,0.9951193332672119,0.9030448198318481,0.982677161693573,0.5244578719139099,1.023909091949463,0.02672169916331768,1.0
11,0.870922863483429,0.8911637663841248,0.5294153094291687,1.3197736740112305,0.02278973162174225,0.9924015998840332,0.8964702486991882,0.9740157723426819,0.5084024667739868,1.025367021560669,0.02511497773230076,1.0
12,0.8733611106872559,0.8984375,0.5317875146865845,1.3324353694915771,0.023350577801465988,0.9902492165565491,0.8901513814926147,0.9755905270576477,0.47537094354629517,1.030424952507019,0.0240313783288002,1.0
13,0.862457275390625,0.9089439511299133,0.5556343197822571,1.2982219457626343,0.021567830815911293,0.9937635660171509,0.8989355564117432,0.9811023473739624,0.5226963758468628,1.0265922546386719,0.02579532191157341,1.0
14,0.8735247850418091,0.904902994632721,0.5771344900131226,1.2931034564971924,0.023412548005580902,0.9926729798316956,0.8988731503486633,0.9787401556968689,0.5881757140159607,1.0167663097381592,0.025774255394935608,0.9992038011550903
15,0.8359906673431396,0.6923491358757019,0.45295795798301697,1.776131510734558,0.020939456298947334,0.9460558295249939,0.8897325396537781,0.9740157723426819,0.5750606060028076,1.0670084953308105,0.023962605744600296,1.0
16,0.8249403238296509,0.6573275923728943,0.43920525908470154,1.8257004022598267,0.019703593105077744,0.9405698776245117,0.8939463496208191,0.9740157723426819,0.5111528038978577,1.0482616424560547,0.024739505723118782,1.0
17,0.8324639797210693,0.6678340435028076,0.42874544858932495,1.8045527935028076,0.02018611878156662,0.9435243010520935,0.9096328020095825,0.9763779640197754,0.5027986168861389,1.0420985221862793,0.02855713665485382,1.0
18,0.8441948294639587,0.688847005367279,0.454181432723999,1.746767282485962,0.021558228880167007,0.9492812752723694,0.8921880722045898,0.9755905270576477,0.5852322578430176,1.0420423746109009,0.024703985080122948,1.0
19,0.8349096775054932,0.6990840435028076,0.47522228956222534,1.735048532485962,0.020795540884137154,0.9441885948181152,0.889773428440094,0.9748031497001648,0.5733715295791626,1.052064299583435,0.024060841649770737,1.0
20,0.8483275175094604,0.6877694129943848,0.44609785079956055,1.7153825759887695,0.022320058196783066,0.9460265636444092,0.9082726240158081,0.9755905270576477,0.5340262651443481,1.032747745513916,0.028128009289503098,1.0
21,0.844903826713562,0.6961206793785095,0.4516230821609497,1.6892510652542114,0.021102912724018097,0.9562737345695496,0.8966107368469238,0.9740157723426819,0.5536132454872131,1.0412241220474243,0.025339439511299133,1.0
22,0.8456965684890747,0.712553858757019,0.44858354330062866,1.66796875,0.02127980999648571,0.9547179937362671,0.905815839767456,0.9787401556968689,0.535385012626648,1.0284401178359985,0.027332868427038193,1.0
23,0.8397775888442993,0.7071659564971924,0.4504963755607605,1.676993489265442,0.02071942202746868,0.9514642357826233,0.9000729322433472,0.977952778339386,0.5373353958129883,1.0272557735443115,0.02564312145113945,0.9992038011550903
24,0.8433544635772705,0.7130926847457886,0.4571352005004883,1.6724138259887695,0.02148827351629734,0.9490100145339966,0.9011029601097107,0.9771653413772583,0.5346803665161133,1.0500317811965942,0.02620870992541313,1.0
25,0.8482121825218201,0.7103987336158752,0.46724793314933777,1.6631195545196533,0.021754611283540726,0.9533242583274841,0.9032273888587952,0.9677165150642395,0.5125452280044556,1.044942021369934,0.026521950960159302,1.0
26,0.8480308651924133,0.7246767282485962,0.47416526079177856,1.6171875,0.02158638834953308,0.9576432108879089,0.9089750051498413,0.9724409580230713,0.5433761477470398,1.0271055698394775,0.027837496250867844,1.0
