epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.5743080377578735,0.0360243059694767,0.02090780809521675,4.333333492279053,0.02119009755551815,0.41228458285331726,0.8376188278198242,0.11249999701976776,0.05098264291882515,3.66780161857605,0.06315789371728897,0.5779467821121216
1,0.6954700350761414,0.0729166641831398,0.0400942787528038,3.90625,0.03078925609588623,0.605472207069397,0.9045073390007019,0.24500000476837158,0.09166864305734634,3.2394933700561523,0.057041700929403305,0.9188846349716187
2,0.7578390836715698,0.1371527761220932,0.08384371548891068,3.6467013359069824,0.035822656005620956,0.7245033383369446,0.8973857164382935,0.39250001311302185,0.17071044445037842,2.8844528198242188,0.05083850398659706,0.9759188890457153
3,0.7930224537849426,0.1675347238779068,0.09741488099098206,3.4401042461395264,0.037512775510549545,0.8257609009742737,0.9032111167907715,0.4749999940395355,0.2076689451932907,2.614114284515381,0.049948837608098984,0.9898605942726135
4,0.8107070326805115,0.2039930522441864,0.09862193465232849,3.285590171813965,0.0386112704873085,0.8527336716651917,0.8990199565887451,0.5237500071525574,0.23832520842552185,2.400778293609619,0.05126028507947922,0.9949302673339844
5,0.8256880640983582,0.2196180522441864,0.08721595257520676,3.136284828186035,0.03951829671859741,0.89496910572052,0.8889488577842712,0.5975000262260437,0.28682026267051697,2.2051944732666016,0.047483667731285095,0.9949302673339844
6,0.8321537375450134,0.27734375,0.13581153750419617,2.972222328186035,0.04011516645550728,0.916961133480072,0.8917850255966187,0.6725000143051147,0.3387306332588196,1.9749418497085571,0.04993654787540436,0.9974651336669922
7,0.8369950652122498,0.3064236044883728,0.17861664295196533,2.8611111640930176,0.040536895394325256,0.9273127913475037,0.8843645453453064,0.6837499737739563,0.3754424452781677,1.8445324897766113,0.04803173616528511,0.9974651336669922
8,0.8403211832046509,0.3619791567325592,0.23053236305713654,2.696180582046509,0.04068002477288246,0.9440774917602539,0.8833934664726257,0.706250011920929,0.3825172781944275,1.7341276407241821,0.048101574182510376,0.9987325668334961
9,0.8407104015350342,0.3984375,0.23578256368637085,2.582465171813965,0.040358830243349075,0.945156991481781,0.8826837539672852,0.7512500286102295,0.438181608915329,1.6098356246948242,0.04779813066124916,0.9987325668334961
10,0.8410682678222656,0.4144965410232544,0.24329327046871185,2.491319417953491,0.04020371288061142,0.954124391078949,0.8829833269119263,0.7724999785423279,0.4374340772628784,1.5620827674865723,0.04816626012325287,0.9987325668334961
11,0.843529462814331,0.4635416567325592,0.2714713215827942,2.4348957538604736,0.04035673663020134,0.9537037014961243,0.8821513056755066,0.7925000190734863,0.44671016931533813,1.475426435470581,0.04721955955028534,0.9987325668334961
12,0.8467350006103516,0.4626736044883728,0.266797810792923,2.390625,0.04058944061398506,0.9602824449539185,0.882465124130249,0.8187500238418579,0.45054513216018677,1.4057589769363403,0.04762192443013191,0.9987325668334961
13,0.8457456231117249,0.4856770932674408,0.2901175618171692,2.327256917953491,0.04075382277369499,0.9588859677314758,0.8886573314666748,0.8125,0.47016996145248413,1.3961182832717896,0.04902326688170433,0.9987325668334961
14,0.8452106714248657,0.5208333134651184,0.3178226947784424,2.2447917461395264,0.04041658341884613,0.9607929587364197,0.8775862455368042,0.8500000238418579,0.4477822780609131,1.3282743692398071,0.046641018241643906,0.9987325668334961
15,0.7340163588523865,0.2157118022441864,0.13454416394233704,3.133897542953491,0.03142406791448593,0.7934542298316956,0.8994195461273193,0.8387500047683716,0.4402819275856018,1.4137033224105835,0.05196860805153847,0.9987325668334961
16,0.7385532855987549,0.2126736044883728,0.13486042618751526,3.042534828186035,0.03285612910985947,0.774449348449707,0.8994770646095276,0.8262500166893005,0.48861944675445557,1.3978323936462402,0.05283626168966293,0.9987325668334961
17,0.7599537372589111,0.2239583283662796,0.15049248933792114,2.9201388359069824,0.034251775592565536,0.7951542139053345,0.8955742716789246,0.8349999785423279,0.509585976600647,1.3924455642700195,0.05073723569512367,0.9987325668334961
18,0.7630329132080078,0.2591145932674408,0.16064853966236115,2.825086832046509,0.035073235630989075,0.8048458099365234,0.9000182151794434,0.8512499928474426,0.539383053779602,1.345282793045044,0.05232403799891472,0.9987325668334961
19,0.7804136276245117,0.2608506977558136,0.1636313796043396,2.745659828186035,0.036715131253004074,0.8164529204368591,0.8956682682037354,0.862500011920929,0.560276210308075,1.3257533311843872,0.05108590051531792,0.9987325668334961
20,0.7880855798721313,0.2703993022441864,0.16803348064422607,2.6970486640930176,0.03726274147629738,0.8480565547943115,0.9013009667396545,0.862500011920929,0.5529863834381104,1.3154412508010864,0.0527196079492569,0.9987325668334961
21,0.7963131666183472,0.2934027910232544,0.19631518423557281,2.636284828186035,0.03772123530507088,0.8547608852386475,0.8952469229698181,0.8187500238418579,0.5236561894416809,1.3611280918121338,0.051325473934412,0.9987325668334961
22,0.8005805611610413,0.3151041567325592,0.20870932936668396,2.5564236640930176,0.03810787945985794,0.8644818663597107,0.9006714224815369,0.8612499833106995,0.528623640537262,1.2824592590332031,0.053009942173957825,1.0
23,0.8003758192062378,0.3385416567325592,0.22091951966285706,2.501519203186035,0.03852510452270508,0.8621752262115479,0.8961973190307617,0.8712499737739563,0.5580877065658569,1.2643641233444214,0.05213082209229469,1.0
24,0.8075287938117981,0.3463541567325592,0.23906336724758148,2.4377169609069824,0.03903939574956894,0.8692001700401306,0.8995392918586731,0.8612499833106995,0.5634524822235107,1.2725673913955688,0.05253695696592331,1.0
25,0.8085572719573975,0.3446180522441864,0.22229130566120148,2.452256917953491,0.03932729735970497,0.870101273059845,0.8988811373710632,0.8675000071525574,0.6011107563972473,1.2476170063018799,0.05304558202624321,1.0
26,0.8116251230239868,0.3433159589767456,0.21669423580169678,2.412977457046509,0.03949323296546936,0.8688162565231323,0.9003292322158813,0.8762500286102295,0.631432294845581,1.2407397031784058,0.05310627818107605,1.0
27,0.814422607421875,0.3572048544883728,0.23436737060546875,2.3752169609069824,0.039841197431087494,0.878426194190979,0.894975483417511,0.8712499737739563,0.572036623954773,1.2456276416778564,0.05144757404923439,1.0
28,0.8159717917442322,0.3697916567325592,0.24706457555294037,2.37109375,0.04030456766486168,0.8748347163200378,0.9007656574249268,0.8687499761581421,0.5014520287513733,1.211767315864563,0.05296368524432182,1.0
29,0.8236613273620605,0.3923611044883728,0.2583840489387512,2.2790799140930176,0.04034370556473732,0.8967798948287964,0.8998333215713501,0.8924999833106995,0.517970860004425,1.193781852722168,0.05287494882941246,1.0
30,0.8231730461120605,0.3776041567325592,0.25392088294029236,2.306206703186035,0.040772877633571625,0.895851731300354,0.9050405621528625,0.8962500095367432,0.482546865940094,1.1957554817199707,0.05459074303507805,1.0
31,0.823118269443512,0.4027777910232544,0.26687026023864746,2.264539957046509,0.04055190458893776,0.8944346308708191,0.9009144902229309,0.887499988079071,0.45802003145217896,1.1781749725341797,0.05260000005364418,1.0
32,0.8286030292510986,0.4184027910232544,0.27986833453178406,2.223741292953491,0.041340623050928116,0.8960352540016174,0.9000614285469055,0.8837500214576721,0.4767723083496094,1.1751816272735596,0.05326402559876442,1.0
33,0.8274672031402588,0.4153645932674408,0.2829461693763733,2.184027671813965,0.04095316305756569,0.8998676538467407,0.9041181802749634,0.9049999713897705,0.5155771374702454,1.1602805852890015,0.05417095869779587,1.0
34,0.8286962509155273,0.4409722089767456,0.3077923357486725,2.1790363788604736,0.041537925601005554,0.8966431021690369,0.8987835049629211,0.8974999785423279,0.5327379703521729,1.1675806045532227,0.05265616625547409,1.0
35,0.827258825302124,0.4366319477558136,0.2912800908088684,2.1560330390930176,0.04145624116063118,0.9012345671653748,0.9019259810447693,0.8949999809265137,0.522750198841095,1.1540240049362183,0.053952407091856,1.0
36,0.825030505657196,0.4427083432674408,0.30765965580940247,2.174696207046509,0.04147116094827652,0.893203854560852,0.903156042098999,0.9024999737739563,0.5651566386222839,1.1474940776824951,0.054211899638175964,1.0
37,0.8264898657798767,0.4427083432674408,0.2859109044075012,2.1360676288604736,0.04154851287603378,0.8938992023468018,0.8983357548713684,0.8899999856948853,0.532437801361084,1.1677582263946533,0.05228628218173981,1.0
38,0.8297507166862488,0.46484375,0.28468024730682373,2.0891926288604736,0.04128348082304001,0.9069254398345947,0.9106743931770325,0.9012500047683716,0.5308582186698914,1.1379696130752563,0.05772607401013374,1.0
39,0.8374218344688416,0.453125,0.2919198274612427,2.095269203186035,0.042635418474674225,0.9055604338645935,0.9067366123199463,0.9162499904632568,0.5178760290145874,1.1316126585006714,0.05583073943853378,1.0
40,0.839713454246521,0.46875,0.30966055393218994,2.0657551288604736,0.042625486850738525,0.9229074716567993,0.9000813364982605,0.90625,0.47433626651763916,1.136905312538147,0.05323886498808861,1.0
41,0.8396680951118469,0.4782986044883728,0.3190353512763977,2.0470919609069824,0.04302997514605522,0.9135039448738098,0.9023130536079407,0.9024999737739563,0.5082603693008423,1.1297392845153809,0.05443631857633591,1.0
42,0.8368715047836304,0.484375,0.3235081434249878,2.067274332046509,0.042278923094272614,0.9080105423927307,0.9030369520187378,0.8999999761581421,0.5052743554115295,1.1304103136062622,0.053644273430109024,1.0
43,0.8409590125083923,0.4830729067325592,0.33227863907814026,2.0138888359069824,0.04342025890946388,0.9208664894104004,0.9020748138427734,0.9075000286102295,0.5015042424201965,1.12069571018219,0.05403369292616844,1.0
44,0.8378149271011353,0.4913194477558136,0.33757859468460083,2.018663167953491,0.04186708480119705,0.9214821457862854,0.904266893863678,0.8999999761581421,0.47805532813072205,1.1152310371398926,0.05453791469335556,1.0
45,0.846826434135437,0.5086805820465088,0.3383035659790039,1.9448784589767456,0.04390121251344681,0.9245033264160156,0.9032453298568726,0.9212499856948853,0.4215466380119324,1.1120349168777466,0.054167237132787704,1.0
46,0.8437247276306152,0.5026041865348816,0.3463684916496277,1.9453125,0.04304683580994606,0.922364354133606,0.9068358540534973,0.9087499976158142,0.46088850498199463,1.1007496118545532,0.055949509143829346,1.0
47,0.8439370393753052,0.5321180820465088,0.35032790899276733,1.9268662929534912,0.04311604052782059,0.9253863096237183,0.9024915099143982,0.9162499904632568,0.47595810890197754,1.1026774644851685,0.053134892135858536,1.0
48,0.8401694297790527,0.5321180820465088,0.3653218746185303,1.9613715410232544,0.04369290545582771,0.9119330644607544,0.907252311706543,0.9150000214576721,0.4265894293785095,1.095597267150879,0.05566530302166939,1.0
49,0.8375566005706787,0.5173611044883728,0.35858649015426636,1.9633246660232544,0.042299944907426834,0.916262686252594,0.9067565202713013,0.9200000166893005,0.446804404258728,1.0845510959625244,0.05514012277126312,1.0
50,0.8425830006599426,0.5225694179534912,0.34720396995544434,1.9505208730697632,0.043744347989559174,0.9175121188163757,0.9096625447273254,0.918749988079071,0.4667549133300781,1.087527871131897,0.05728183686733246,1.0
51,0.8439227938652039,0.5269097089767456,0.3535569906234741,1.9069010019302368,0.04378187283873558,0.915486752986908,0.9065580368041992,0.9150000214576721,0.4478364586830139,1.0929373502731323,0.05514397472143173,1.0
52,0.8503711223602295,0.5421006679534912,0.36439213156700134,1.8871527910232544,0.04381389915943146,0.9330101609230042,0.9045546054840088,0.9200000166893005,0.4399414360523224,1.0847526788711548,0.054761242121458054,1.0
53,0.8472215533256531,0.5529513955116272,0.3490530252456665,1.8723958730697632,0.04433194920420647,0.9228395223617554,0.9114082455635071,0.918749988079071,0.41740110516548157,1.0672334432601929,0.05711596831679344,1.0
54,0.8418781757354736,0.5238715410232544,0.34808436036109924,1.9114583730697632,0.04334903135895729,0.9147526621818542,0.9061614274978638,0.9337499737739563,0.4715568721294403,1.0684434175491333,0.05535288155078888,1.0
55,0.8433945178985596,0.5455729365348816,0.35901904106140137,1.8817274570465088,0.04350012540817261,0.9161518216133118,0.9080955386161804,0.9225000143051147,0.46497952938079834,1.073185920715332,0.05626872181892395,1.0
56,0.8435264229774475,0.5399305820465088,0.3607805073261261,1.91015625,0.04280814900994301,0.9246031641960144,0.9131935834884644,0.9237499833106995,0.38179463148117065,1.0592350959777832,0.05784457549452782,1.0
57,0.8499334454536438,0.5399305820465088,0.35500234365463257,1.8485243320465088,0.0450562946498394,0.9244699478149414,0.9094840288162231,0.9387500286102295,0.45038437843322754,1.0686655044555664,0.0566769614815712,1.0
58,0.8427106738090515,0.578125,0.36794987320899963,1.8463541269302368,0.04335591569542885,0.9187279343605042,0.9091767072677612,0.8999999761581421,0.4979756474494934,1.0740798711776733,0.05592571571469307,1.0
59,0.8420785665512085,0.5542534589767456,0.3843909502029419,1.8734809160232544,0.042770564556121826,0.9214821457862854,0.9072326421737671,0.9125000238418579,0.48640161752700806,1.067891001701355,0.0552714541554451,1.0
60,0.8498454093933105,0.58203125,0.39261394739151,1.8170572519302368,0.04430566728115082,0.9242957830429077,0.91026771068573,0.9200000166893005,0.4792473316192627,1.0563637018203735,0.056583475321531296,1.0
61,0.8458384275436401,0.5690104365348816,0.36198660731315613,1.8396267890930176,0.0433102585375309,0.9257950782775879,0.9184205532073975,0.9200000166893005,0.48087188601493835,1.034167766571045,0.06118650734424591,1.0
62,0.8619439601898193,0.5785590410232544,0.3886706829071045,1.7860243320465088,0.046801839023828506,0.9326584339141846,0.9110809564590454,0.9325000047683716,0.49021902680397034,1.047925353050232,0.057989124208688736,1.0
63,0.8463321328163147,0.5611979365348816,0.38378238677978516,1.8177083730697632,0.043622758239507675,0.9226348400115967,0.9170518517494202,0.9175000190734863,0.48962879180908203,1.0591109991073608,0.06041347607970238,1.0
64,0.8505340814590454,0.5533854365348816,0.3631923198699951,1.8420138359069824,0.04527440294623375,0.926399290561676,0.9063398838043213,0.9287499785423279,0.4837164282798767,1.0421878099441528,0.05476504564285278,1.0
65,0.8515720963478088,0.5846354365348816,0.39752697944641113,1.7884114980697632,0.04454347863793373,0.929894208908081,0.9133622050285339,0.9387500286102295,0.5259072780609131,1.0432356595993042,0.05942607671022415,1.0
66,0.8468900322914124,0.5928819179534912,0.38166096806526184,1.7879774570465088,0.04373159632086754,0.9294843673706055,0.9119338989257812,0.9175000190734863,0.5453302264213562,1.0429378747940063,0.05679936707019806,1.0
67,0.8471037149429321,0.5824652910232544,0.38840651512145996,1.7899305820465088,0.04361299052834511,0.9212737679481506,0.9147704839706421,0.9300000071525574,0.5323312282562256,1.043908953666687,0.06047367304563522,1.0
68,0.8495176434516907,0.6067708134651184,0.40757572650909424,1.7630208730697632,0.043866246938705444,0.9250771403312683,0.9149787425994873,0.9325000047683716,0.5632147789001465,1.027693510055542,0.05927428603172302,1.0
69,0.8532177209854126,0.5711805820465088,0.3942541480064392,1.7931857109069824,0.04533419385552406,0.9289810061454773,0.9018963575363159,0.9300000071525574,0.5642441511154175,1.0321143865585327,0.05178864300251007,1.0
70,0.8469251990318298,0.5768229365348816,0.3785732388496399,1.7673611640930176,0.0426686555147171,0.9313077926635742,0.9133819341659546,0.9362499713897705,0.6029757261276245,1.0457675457000732,0.059376880526542664,1.0
71,0.8548914194107056,0.6015625,0.4018017649650574,1.7400174140930176,0.04570050165057182,0.9288869500160217,0.9108031988143921,0.9362499713897705,0.5796841979026794,1.0352824926376343,0.05644180625677109,1.0
72,0.8486663103103638,0.6167534589767456,0.42147746682167053,1.7235243320465088,0.0437006801366806,0.9340416193008423,0.9190851449966431,0.9350000023841858,0.6076313257217407,1.014517903327942,0.061472535133361816,1.0
73,0.8567376732826233,0.6037326455116272,0.3908132016658783,1.7406684160232544,0.047501303255558014,0.920844316482544,0.9120529294013977,0.9325000047683716,0.5863977670669556,1.033097743988037,0.05754084140062332,1.0
74,0.8490921854972839,0.6167534589767456,0.4112530052661896,1.7239583730697632,0.04386294260621071,0.9292661547660828,0.908164918422699,0.9312499761581421,0.6023540496826172,1.0333536863327026,0.05498640984296799,1.0
75,0.8477538824081421,0.6137152910232544,0.4097725749015808,1.7391493320465088,0.044171907007694244,0.92942214012146,0.9140068888664246,0.9399999976158142,0.6267770528793335,1.0265944004058838,0.0581686832010746,1.0
76,0.8471021056175232,0.6193576455116272,0.4345734119415283,1.7332899570465088,0.044472843408584595,0.9222614765167236,0.9097716212272644,0.9350000023841858,0.6055700778961182,1.018132209777832,0.0552985705435276,1.0
77,0.8526723384857178,0.6124131679534912,0.4286639094352722,1.7024739980697632,0.04417083039879799,0.9308369755744934,0.913818359375,0.9412500262260437,0.6050428152084351,1.0121726989746094,0.05782761797308922,1.0
78,0.8531829118728638,0.6150173544883728,0.4015647768974304,1.7159287929534912,0.04499552771449089,0.9308065176010132,0.9162485003471375,0.9449999928474426,0.6243723034858704,1.0178444385528564,0.0595516636967659,1.0
79,0.8503325581550598,0.6206597089767456,0.4188997745513916,1.6974825859069824,0.04507966712117195,0.9230769276618958,0.9171707630157471,0.9537500143051147,0.580757737159729,1.0099666118621826,0.05978631600737572,1.0
80,0.8548120260238647,0.6219618320465088,0.4303961992263794,1.7159287929534912,0.045720119029283524,0.9260888695716858,0.918817400932312,0.9487500190734863,0.6067901253700256,1.0070621967315674,0.06079987809062004,1.0
81,0.8471949696540833,0.6180555820465088,0.43805474042892456,1.7057291269302368,0.04312773048877716,0.9337162971496582,0.9185892343521118,0.9437500238418579,0.6115692853927612,1.0136878490447998,0.06093134731054306,1.0
82,0.8430618047714233,0.6280381679534912,0.42809873819351196,1.708984375,0.043961383402347565,0.9195758104324341,0.9106543660163879,0.9362499713897705,0.5666797161102295,1.010591983795166,0.055259838700294495,1.0
83,0.8472451567649841,0.6397569179534912,0.4328671097755432,1.6820746660232544,0.04304702579975128,0.9387665390968323,0.9200671315193176,0.9474999904632568,0.5905578136444092,1.0069479942321777,0.06158769875764847,1.0
84,0.85288405418396,0.62890625,0.4070470333099365,1.6814236640930176,0.044889915734529495,0.9266136288642883,0.9107437133789062,0.9375,0.5689660310745239,0.9939195513725281,0.054507773369550705,1.0
