epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.7561358213424683,0.8995150923728943,0.5776466727256775,2.3254311084747314,0.01709729991853237,0.8826406002044678,0.5148707628250122,0.9858267903327942,0.5850558280944824,2.738983631134033,0.008133959025144577,0.9715189933776855
1,0.5443686246871948,0.537446141242981,0.3344533145427704,22.314655303955078,0.008649086579680443,0.9069134593009949,0.5025621652603149,0.9535433053970337,0.46933552622795105,79.18537139892578,0.007938951253890991,0.9794303774833679
2,0.5659151077270508,0.43318966031074524,0.30065104365348816,35.10237121582031,0.00957069918513298,0.7157608866691589,0.9097858667373657,0.9645669460296631,0.6197068691253662,32.5499382019043,0.06748837232589722,0.8837025165557861
3,0.5835616588592529,0.36449354887008667,0.24397073686122894,36.48491287231445,0.010391916148364544,0.6580662727355957,0.8408288955688477,0.8425197005271912,0.5366083979606628,18.11090087890625,0.023884112015366554,0.9469936490058899
4,0.6082699298858643,0.33647629618644714,0.22740498185157776,67.55603790283203,0.011403496377170086,0.6724653244018555,0.805203378200531,0.8755905628204346,0.47234368324279785,1.9922630786895752,0.01652589626610279,0.9984177350997925
5,0.6370388865470886,0.2820581793785095,0.18044839799404144,12.003232955932617,0.011852413415908813,0.7652977705001831,0.8739855885505676,0.8062992095947266,0.5149399042129517,1.6568139791488647,0.05275546386837959,0.815664529800415
6,0.6921668648719788,0.35210129618644714,0.22345586121082306,4.161637783050537,0.015227880328893661,0.730706512928009,0.8208393454551697,0.8716535568237305,0.5229631662368774,1.4568872451782227,0.01874472200870514,0.9833860993385315
7,0.7416126728057861,0.4181034564971924,0.28148967027664185,3.2909483909606934,0.01754918321967125,0.8011410236358643,0.8545442819595337,0.9070866107940674,0.5432378053665161,1.3464815616607666,0.022043664008378983,0.9897152185440063
8,0.7611189484596252,0.46039870381355286,0.2935994565486908,2.9795258045196533,0.018316548317670822,0.8358290195465088,0.8830726146697998,0.9228346347808838,0.5374599695205688,1.3012410402297974,0.026194564998149872,0.9897152185440063
9,0.7819425463676453,0.48868533968925476,0.29892539978027344,2.869611978530884,0.02082355134189129,0.8306189179420471,0.8879188895225525,0.9354330897331238,0.5255479216575623,1.3300118446350098,0.026283323764801025,0.9944620132446289
10,0.7961255311965942,0.5320581793785095,0.29980891942977905,2.845905065536499,0.02133708819746971,0.8576870560646057,0.8898864984512329,0.943307101726532,0.5042750835418701,1.3555653095245361,0.025832975283265114,0.9992088675498962
11,0.8050521612167358,0.5447198152542114,0.34006786346435547,2.9202585220336914,0.022284764796495438,0.8664132356643677,0.8982813358306885,0.948031485080719,0.5178983211517334,1.3508001565933228,0.027788788080215454,0.9984177350997925
12,0.8107364177703857,0.5598060488700867,0.3487708568572998,3.34375,0.021810192614793777,0.884782612323761,0.9207056164741516,0.9488189220428467,0.5320360660552979,1.9864307641983032,0.03574376180768013,0.9936708807945251
13,0.7856509685516357,0.5598060488700867,0.34021246433258057,4.705819129943848,0.018776018172502518,0.8871055245399475,0.9148269891738892,0.9543306827545166,0.5542148947715759,1.2247073650360107,0.03648025169968605,0.9944620132446289
14,0.803301215171814,0.5565732717514038,0.350246399641037,3.7139008045196533,0.022646110504865646,0.8586187958717346,0.9116887450218201,0.9551181197166443,0.5117142796516418,1.1693084239959717,0.033240120857954025,0.996835470199585
15,0.6301215887069702,0.2637392282485962,0.18325090408325195,6.914870738983154,0.012713590636849403,0.6443901062011719,0.925679624080658,0.9496062994003296,0.5601078867912292,1.1760449409484863,0.039389971643686295,0.9992088675498962
16,0.663230299949646,0.3173491358757019,0.2177993357181549,4.470097064971924,0.013514604419469833,0.7283111214637756,0.9310945868492126,0.9598425030708313,0.5200539827346802,1.1413003206253052,0.04037913307547569,0.9976266026496887
17,0.6989345550537109,0.30603447556495667,0.2071942239999771,3.2314116954803467,0.01769949495792389,0.6717391014099121,0.9473347663879395,0.9582676887512207,0.5941454172134399,1.1345380544662476,0.049599435180425644,0.9992088675498962
18,0.6648610830307007,0.3028017282485962,0.2025432586669922,3.6559805870056152,0.013591509312391281,0.7230978012084961,0.8971912860870361,0.9598425030708313,0.4696030020713806,1.130454182624817,0.027837730944156647,1.0
19,0.6677740216255188,0.2987607717514038,0.21241334080696106,3.126751184463501,0.014761804603040218,0.6707482933998108,0.9328656196594238,0.9637795090675354,0.5491525530815125,1.1150635480880737,0.03996964171528816,1.0
20,0.6775604486465454,0.3065732717514038,0.20164422690868378,3.029094934463501,0.01370937842875719,0.7641944885253906,0.8983660340309143,0.9677165150642395,0.5147066116333008,1.1064494848251343,0.027661669999361038,1.0
