epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.6519757509231567,0.0690104141831398,0.046733297407627106,4.625,0.025207506492733955,0.654424786567688,0.7584527134895325,0.13500000536441803,0.02840784192085266,3.6389129161834717,0.03475429117679596,0.7439796924591064
1,0.779656171798706,0.1640625,0.09440281987190247,3.5833332538604736,0.034243445843458176,0.8593474626541138,0.8436046242713928,0.16374999284744263,0.030824728310108185,3.304064989089966,0.041838813573122025,0.91128009557724
2,0.8173509836196899,0.2157118022441864,0.098186194896698,3.1770832538604736,0.03775123506784439,0.9192409515380859,0.8608230352401733,0.2475000023841858,0.08196292072534561,2.9475481510162354,0.04060725122690201,0.9695817232131958
3,0.8317822217941284,0.3077256977558136,0.11676987260580063,2.890625,0.03897576034069061,0.9533450603485107,0.8630475997924805,0.3400000035762787,0.11045129597187042,2.5913665294647217,0.04256846383213997,0.9771863222122192
4,0.8345359563827515,0.3658854067325592,0.14075414836406708,2.686631917953491,0.03956509754061699,0.9487406015396118,0.8666729927062988,0.5024999976158142,0.15223096311092377,2.222659111022949,0.0437295101583004,0.9974651336669922
5,0.8443583846092224,0.4427083432674408,0.17574214935302734,2.495659828186035,0.04083153232932091,0.9681978821754456,0.8473203778266907,0.5962499976158142,0.19743479788303375,1.995428204536438,0.04047852382063866,0.9949302673339844
6,0.8465325832366943,0.4852430522441864,0.17631885409355164,2.383680582046509,0.04112069308757782,0.9696303009986877,0.8576374650001526,0.612500011920929,0.15598872303962708,2.020273208618164,0.04285869747400284,0.9987325668334961
7,0.8568401336669922,0.5125868320465088,0.1952672153711319,2.2734375,0.04281239211559296,0.9796460270881653,0.8738517761230469,0.65625,0.1934584677219391,1.8430403470993042,0.04755876958370209,1.0
8,0.8581442832946777,0.5711805820465088,0.2127338945865631,2.160590171813965,0.04389962553977966,0.972663164138794,0.8753785490989685,0.7200000286102295,0.21238422393798828,1.6797817945480347,0.04902143403887749,1.0
9,0.863454282283783,0.5928819179534912,0.1988365799188614,2.088975667953491,0.045709338039159775,0.977523148059845,0.8890079855918884,0.699999988079071,0.20019802451133728,1.6427443027496338,0.053972188383340836,0.9936628937721252
10,0.862882137298584,0.58203125,0.22306641936302185,2.0642361640930176,0.04565849527716637,0.9729968905448914,0.8163280487060547,0.7537500262260437,0.24870049953460693,1.5907211303710938,0.03513791412115097,0.9961977005004883
