epoch,auc,categorical_accuracy,f1_score,loss,precision,recall,val_auc,val_categorical_accuracy,val_f1_score,val_loss,val_precision,val_recall
0,0.6552174091339111,0.05226293206214905,0.03273360803723335,5.079741477966309,0.013531775213778019,0.6110659241676331,0.768558919429779,0.06614173203706741,0.027695834636688232,4.264732360839844,0.018939312547445297,0.7093949317932129
1,0.7926082015037537,0.125,0.08035776764154434,4.089439868927002,0.01865725964307785,0.8674437403678894,0.8416863679885864,0.15354330837726593,0.05921058729290962,3.7416560649871826,0.021075380966067314,0.9084395170211792
2,0.8270947337150574,0.22144396603107452,0.12670034170150757,3.5441811084747314,0.019811855629086494,0.9383654594421387,0.8607357740402222,0.35748031735420227,0.15939496457576752,2.9349637031555176,0.020636385306715965,0.9976114630699158
3,0.8381298184394836,0.28960129618644714,0.15447360277175903,3.232219934463501,0.020374950021505356,0.9664138555526733,0.845685601234436,0.4732283353805542,0.2101818323135376,2.4976370334625244,0.020336400717496872,0.9992038011550903
4,0.83930903673172,0.3626077473163605,0.1865590214729309,2.9924569129943848,0.020299972966313362,0.9744703769683838,0.831798791885376,0.49370077252388,0.19794078171253204,2.402846336364746,0.01954706944525242,0.9992038011550903
5,0.8444642424583435,0.42052802443504333,0.20683251321315765,2.8151938915252686,0.02064378187060356,0.9826652407646179,0.8387196063995361,0.6000000238418579,0.22316980361938477,2.119281530380249,0.0200408473610878,1.0
6,0.8427317142486572,0.4606681168079376,0.2207452952861786,2.6514008045196533,0.020446253940463066,0.9853261113166809,0.833221971988678,0.6094487905502319,0.2562066316604614,2.0837080478668213,0.019546205177903175,1.0
7,0.8430275321006775,0.4997306168079376,0.21790236234664917,2.5630388259887695,0.02072266861796379,0.984015166759491,0.8466060757637024,0.6692913174629211,0.2121301293373108,1.939827561378479,0.02084440551698208,0.9992038011550903
8,0.8440172672271729,0.5331357717514038,0.24945351481437683,2.4202585220336914,0.020715825259685516,0.9834508895874023,0.8421555161476135,0.770078718662262,0.3242538571357727,1.7144207954406738,0.02023782581090927,1.0
9,0.8459523320198059,0.5654633641242981,0.2679268717765808,2.333513021469116,0.020782040432095528,0.986977756023407,0.846177339553833,0.7677165269851685,0.29642587900161743,1.7052466869354248,0.0206276997923851,1.0
10,0.8476555347442627,0.5959051847457886,0.2706016004085541,2.2327585220336914,0.02082633040845394,0.9907833933830261,0.8511759042739868,0.7496063113212585,0.3175511062145233,1.717984676361084,0.02107594721019268,1.0
11,0.851274847984314,0.6223060488700867,0.28475332260131836,2.15625,0.021214623004198074,0.9899620413780212,0.8523106575012207,0.7338582873344421,0.2921225428581238,1.7261601686477661,0.02134644240140915,0.9992038011550903
12,0.8523674011230469,0.6635237336158752,0.30234286189079285,2.074622869491577,0.02120319940149784,0.9913114309310913,0.8613823652267456,0.8188976645469666,0.33076080679893494,1.523229956626892,0.022290846332907677,1.0
13,0.852828323841095,0.6667564511299133,0.2965843975543976,2.046875,0.02134723775088787,0.989433765411377,0.8535877466201782,0.822047233581543,0.3181305527687073,1.4865717887878418,0.021072763949632645,1.0
14,0.8571662902832031,0.6772629022598267,0.2921052575111389,1.9970366954803467,0.021650847047567368,0.9945769906044006,0.8446341753005981,0.8110235929489136,0.2971358597278595,1.5486726760864258,0.020138856023550034,1.0
15,0.46520549058914185,0.0234375,0.016366299241781235,6.950430870056152,0.0067648207768797874,0.35195228457450867,0.9152122735977173,0.4590551257133484,0.23988954722881317,2.913114309310913,0.027798967435956,0.9864649772644043
16,0.4334860146045685,0.010237068869173527,0.005897540133446455,5.357489109039307,0.005569377914071083,0.24979636073112488,0.9321126341819763,0.5440945029258728,0.30231621861457825,2.9426920413970947,0.030513683333992958,0.9960191249847412
17,0.4991389214992523,0.014816810376942158,0.009318999946117401,4.7265625,0.007990051060914993,0.33622559905052185,0.925240159034729,0.5992125868797302,0.320825457572937,2.7666215896606445,0.029139749705791473,0.9984076619148254
18,0.5722466707229614,0.028556033968925476,0.020521268248558044,4.400323390960693,0.010845476761460304,0.4382632374763489,0.9154297113418579,0.6055117845535278,0.27935436367988586,2.604173421859741,0.02795737236738205,0.9984076619148254
19,0.6258277893066406,0.038523707538843155,0.022372249513864517,4.194504261016846,0.012944788672029972,0.5249593257904053,0.9141623377799988,0.6582677364349365,0.37214988470077515,2.5111210346221924,0.027956606820225716,0.9992038011550903
