epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.09765625,4.269097328186035,0.06624999642372131,3.723933696746826
1,0.1666666716337204,3.5642361640930176,0.13875000178813934,3.384112596511841
2,0.2282986044883728,3.219618082046509,0.24124999344348907,3.0648815631866455
3,0.2838541567325592,3.008680582046509,0.3675000071525574,2.687817096710205
4,0.3433159589767456,2.765625,0.4424999952316284,2.409294366836548
5,0.3550347089767456,2.690972328186035,0.4650000035762787,2.3696751594543457
6,0.4331597089767456,2.511284828186035,0.5350000262260437,2.0935447216033936
7,0.4561631977558136,2.3611111640930176,0.5724999904632568,2.0919182300567627
8,0.4965277910232544,2.313368082046509,0.5887500047683716,1.9797470569610596
9,0.5047743320465088,2.280381917953491,0.6449999809265137,1.8374300003051758
10,0.5555555820465088,2.176215171813965,0.6712499856948853,1.7507504224777222
11,0.5694444179534912,2.1028645038604736,0.6987500190734863,1.649377465248108
12,0.6171875,2.036024332046509,0.7325000166893005,1.6366608142852783
13,0.6080729365348816,2.030381917953491,0.6662499904632568,1.7583379745483398
14,0.6184895634651184,1.9813368320465088,0.7287499904632568,1.5509436130523682
15,0.0295138880610466,6.931423664093018,0.35374999046325684,2.931164026260376
16,0.009548611007630825,5.62022590637207,0.44874998927116394,2.8821229934692383
17,0.009982638992369175,4.826822757720947,0.45625001192092896,2.8540918827056885
18,0.00737847201526165,4.443576335906982,0.48875001072883606,2.7921319007873535
19,0.014322916977107525,4.1953125,0.5062500238418579,2.7099993228912354
20,0.02300347201526165,4.067708492279053,0.5212500095367432,2.692800998687744
21,0.0234375,3.9318575859069824,0.5262500047683716,2.6400811672210693
22,0.0256076380610466,3.824652671813965,0.5587499737739563,2.5784759521484375
23,0.0399305559694767,3.7174479961395264,0.5562499761581421,2.4974560737609863
24,0.0381944440305233,3.6775174140930176,0.5874999761581421,2.4569666385650635
25,0.0434027761220932,3.588975667953491,0.5537499785423279,2.4057178497314453
26,0.0477430559694767,3.5494792461395264,0.5862500071525574,2.3908238410949707
27,0.0421006940305233,3.519965171813965,0.5787500143051147,2.3549811840057373
28,0.0685763880610466,3.473090171813965,0.5712500214576721,2.3268933296203613
29,0.0607638880610466,3.41015625,0.5724999904632568,2.283663272857666
30,0.0594618059694767,3.36328125,0.6200000047683716,2.2886056900024414
31,0.0794270858168602,3.28125,0.5887500047683716,2.1924405097961426
32,0.0920138880610466,3.2565104961395264,0.5587499737739563,2.1851892471313477
33,0.0815972238779068,3.2673611640930176,0.6424999833106995,2.240905284881592
34,0.0920138880610466,3.2200520038604736,0.6575000286102295,2.1334428787231445
35,0.1050347238779068,3.160590171813965,0.6387500166893005,2.0852677822113037
36,0.1150173619389534,3.07421875,0.6650000214576721,2.043299436569214
37,0.1080729141831398,3.108941078186035,0.6512500047683716,2.02860689163208
38,0.1223958358168602,3.063368082046509,0.6662499904632568,2.015801429748535
39,0.1154513880610466,3.0217013359069824,0.6850000023841858,1.9989596605300903
40,0.1471354216337204,2.9674479961395264,0.6899999976158142,1.9768179655075073
41,0.1449652761220932,2.980902671813965,0.6737499833106995,1.936038613319397
42,0.1419270783662796,2.933159828186035,0.6850000023841858,1.8837981224060059
43,0.1536458283662796,2.936631917953491,0.6937500238418579,1.8489556312561035
44,0.1801215261220932,2.859375,0.6974999904632568,1.8365559577941895
45,0.1809895783662796,2.840277671813965,0.7074999809265137,1.8083325624465942
46,0.1618923544883728,2.828125,0.71875,1.7844727039337158
47,0.1883680522441864,2.855902671813965,0.7212499976158142,1.8153176307678223
48,0.1822916716337204,2.7955729961395264,0.7024999856948853,1.7723251581192017
49,0.1931423544883728,2.784722328186035,0.7425000071525574,1.7532461881637573
50,0.2235243022441864,2.743055582046509,0.7262499928474426,1.7377318143844604
51,0.1922743022441864,2.774305582046509,0.7400000095367432,1.7183572053909302
52,0.1961805522441864,2.7408854961395264,0.7174999713897705,1.7135570049285889
53,0.2157118022441864,2.6896700859069824,0.7362499833106995,1.6731553077697754
54,0.1996527761220932,2.730034828186035,0.768750011920929,1.6601855754852295
55,0.2174479216337204,2.7126736640930176,0.7437499761581421,1.6513352394104004
56,0.2248263955116272,2.624131917953491,0.7425000071525574,1.623142123222351
57,0.2348090261220932,2.6072049140930176,0.762499988079071,1.6119695901870728
58,0.2413194477558136,2.6184895038604736,0.7599999904632568,1.598679542541504
59,0.2322048544883728,2.637152671813965,0.7762500047683716,1.6062829494476318
60,0.2322048544883728,2.644097328186035,0.762499988079071,1.5741209983825684
61,0.2465277761220932,2.6165363788604736,0.7387499809265137,1.5899194478988647
62,0.2517361044883728,2.577039957046509,0.7587500214576721,1.5760116577148438
63,0.2643229067325592,2.553602457046509,0.7774999737739563,1.5412391424179077
64,0.2712673544883728,2.546006917953491,0.7599999904632568,1.5602443218231201
65,0.2708333432674408,2.546441078186035,0.7712500095367432,1.5347899198532104
66,0.2738715410232544,2.4982638359069824,0.7799999713897705,1.5276695489883423
67,0.2747395932674408,2.4713542461395264,0.7674999833106995,1.5279406309127808
68,0.2777777910232544,2.515625,0.7887499928474426,1.501367211341858
69,0.2960069477558136,2.460503578186035,0.7862499952316284,1.488515019416809
70,0.3116319477558136,2.4446613788604736,0.8062499761581421,1.4480366706848145
71,0.31640625,2.4544270038604736,0.8025000095367432,1.452769160270691
72,0.2999131977558136,2.4474825859069824,0.7762500047683716,1.4577826261520386
73,0.3198784589767456,2.4084200859069824,0.78125,1.4583014249801636
74,0.31640625,2.3984375,0.8100000023841858,1.4338113069534302
75,0.3263888955116272,2.3556857109069824,0.7975000143051147,1.4224799871444702
76,0.3155381977558136,2.4045138359069824,0.800000011920929,1.425439476966858
77,0.3094618022441864,2.376519203186035,0.8037499785423279,1.4137518405914307
78,0.3142361044883728,2.350694417953491,0.78125,1.4209834337234497
79,0.328125,2.3736979961395264,0.7900000214576721,1.4123443365097046
80,0.3385416567325592,2.3454861640930176,0.800000011920929,1.379677176475525
81,0.3359375,2.3294270038604736,0.8149999976158142,1.384426236152649
82,0.3519965410232544,2.3170573711395264,0.7987499833106995,1.3997318744659424
83,0.3415798544883728,2.318359375,0.7987499833106995,1.388445258140564
84,0.3550347089767456,2.3322482109069824,0.8112499713897705,1.3578376770019531
85,0.3598090410232544,2.275390625,0.8137500286102295,1.3549667596817017
86,0.3485243022441864,2.2931857109069824,0.8025000095367432,1.3667187690734863
87,0.3810763955116272,2.2096354961395264,0.8050000071525574,1.33870267868042
88,0.3676215410232544,2.2213542461395264,0.8149999976158142,1.3416035175323486
89,0.3606770932674408,2.225477457046509,0.8362500071525574,1.3278182744979858
90,0.3819444477558136,2.258680582046509,0.8137500286102295,1.3260600566864014
91,0.3680555522441864,2.2521700859069824,0.8174999952316284,1.337355136871338
92,0.3832465410232544,2.2102863788604736,0.8287500143051147,1.3193336725234985
93,0.4006076455116272,2.181640625,0.8199999928474426,1.309880256652832
94,0.3997395932674408,2.2068142890930176,0.8125,1.3208575248718262
95,0.3971354067325592,2.163194417953491,0.8299999833106995,1.2986007928848267
96,0.4162326455116272,2.152777671813965,0.8399999737739563,1.2960128784179688
97,0.4171006977558136,2.1256511211395264,0.8450000286102295,1.287195086479187
98,0.4136284589767456,2.1111111640930176,0.831250011920929,1.3010506629943848
99,0.4223090410232544,2.1477863788604736,0.8412500023841858,1.2794674634933472
100,0.4114583432674408,2.189019203186035,0.8525000214576721,1.2821109294891357
101,0.4131944477558136,2.121527671813965,0.8500000238418579,1.2803475856781006
102,0.4149305522441864,2.1165363788604736,0.8525000214576721,1.2702126502990723
103,0.4231770932674408,2.08984375,0.8424999713897705,1.2659332752227783
104,0.4479166567325592,2.0861544609069824,0.8462499976158142,1.2507445812225342
105,0.4418402910232544,2.0677082538604736,0.8424999713897705,1.2455220222473145
106,0.4370659589767456,2.037543296813965,0.8537499904632568,1.240250825881958
107,0.4743923544883728,2.0232205390930176,0.8462499976158142,1.2414789199829102
108,0.4505208432674408,2.0755207538604736,0.8387500047683716,1.240732192993164
109,0.4466145932674408,2.060980796813965,0.8587499856948853,1.229803442955017
110,0.4518229067325592,2.065321207046509,0.8700000047683716,1.2307024002075195
111,0.4605034589767456,1.9934896230697632,0.8525000214576721,1.2275968790054321
112,0.4496527910232544,2.0334200859069824,0.8612499833106995,1.219335913658142
113,0.4700520932674408,2.038628578186035,0.8662499785423279,1.2007919549942017
114,0.4657118022441864,2.0182292461395264,0.8637499809265137,1.2089817523956299
115,0.4908854067325592,1.9754774570465088,0.8737499713897705,1.1976902484893799
116,0.4518229067325592,2.0377604961395264,0.8737499713897705,1.1918154954910278
117,0.4852430522441864,1.9670138359069824,0.8600000143051147,1.2037299871444702
118,0.4787326455116272,2.006293296813965,0.8450000286102295,1.2015825510025024
119,0.4965277910232544,1.9756944179534912,0.8824999928474426,1.190959095954895
120,0.4791666567325592,2.0138888359069824,0.8650000095367432,1.1852234601974487
121,0.484375,1.9587674140930176,0.8600000143051147,1.1865776777267456
122,0.50390625,1.9292534589767456,0.875,1.185295581817627
123,0.5099826455116272,1.9574652910232544,0.8587499856948853,1.1754124164581299
124,0.4986979067325592,1.9535590410232544,0.8550000190734863,1.1820976734161377
125,0.5013020634651184,1.9461805820465088,0.8737499713897705,1.1710809469223022
126,0.5065104365348816,1.9288194179534912,0.8787500262260437,1.1727800369262695
127,0.5004340410232544,1.9223090410232544,0.8725000023841858,1.170691967010498
128,0.5004340410232544,1.9127603769302368,0.875,1.1756304502487183
129,0.5034722089767456,1.9403212070465088,0.8762500286102295,1.1488778591156006
130,0.5021701455116272,1.9240450859069824,0.8725000023841858,1.1633168458938599
131,0.5412326455116272,1.8502603769302368,0.8687499761581421,1.1543749570846558
132,0.53125,1.892578125,0.8725000023841858,1.1463919878005981
133,0.5104166865348816,1.92578125,0.8762500286102295,1.150725245475769
134,0.5295138955116272,1.9034287929534912,0.8824999928474426,1.1480551958084106
135,0.5221354365348816,1.9112412929534912,0.8862500190734863,1.150689959526062
136,0.5368923544883728,1.8200955390930176,0.8662499785423279,1.1515929698944092
137,0.5477430820465088,1.8726128339767456,0.8837500214576721,1.1511759757995605
138,0.5533854365348816,1.81640625,0.8812500238418579,1.1580226421356201
139,0.5412326455116272,1.83203125,0.9037500023841858,1.1220505237579346
140,0.5277777910232544,1.8702256679534912,0.8974999785423279,1.1336665153503418
141,0.5525173544883728,1.8209635019302368,0.875,1.1440541744232178
142,0.5638020634651184,1.8352864980697632,0.8824999928474426,1.1288245916366577
143,0.5442708134651184,1.8585069179534912,0.8924999833106995,1.1213127374649048
144,0.5629340410232544,1.8114149570465088,0.8799999952316284,1.1165963411331177
145,0.5720486044883728,1.7788628339767456,0.8837500214576721,1.1187728643417358
146,0.5776909589767456,1.7710503339767456,0.8924999833106995,1.1103321313858032
147,0.5759548544883728,1.7877603769302368,0.8912500143051147,1.1152225732803345
148,0.5651041865348816,1.8062065839767456,0.8787500262260437,1.1146001815795898
149,0.5859375,1.7458767890930176,0.8899999856948853,1.106645107269287
150,0.5972222089767456,1.7298177480697632,0.8912500143051147,1.115190029144287
151,0.5993923544883728,1.7350260019302368,0.8824999928474426,1.0987536907196045
152,0.5746527910232544,1.7775607109069824,0.8962500095367432,1.0955688953399658
153,0.5889756679534912,1.7371962070465088,0.8974999785423279,1.0994963645935059
154,0.6028645634651184,1.7302517890930176,0.8912500143051147,1.0946463346481323
155,0.6137152910232544,1.7111544609069824,0.9137499928474426,1.086450457572937
